avg_value_EUR,case_vendor,case_PR_NPR,case_product_type,case_product_specific,rework_activities,payment_block,automation,avg_vendor_workload,num_items,throughput
6362.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,0.0,1.1,1,85
9561.666666666666,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.9583333333333335,3,94
185.0,_other_vendor,_NPR,Sales,Products for Resale,2.0,1,28.57142857142857,18.38888888888889,1,217
915.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,5.2073170731707314,1,218
5323.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.390625,3,218
6095.666666666667,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.017543859649122,3,156
4115.333333333333,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.964912280701754,3,156
6653.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.0833333333333333,1,85
5170.5,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.084337349397591,2,217
9006.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,1.7777777777777777,1,217
173.25,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,4.631578947368421,4,94
20975.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,1.263157894736842,1,177
2752.25,_other_vendor,PR,Packaging,Containers,3.0,0,0.0,2.642857142857143,4,156
28090.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,4.4,1,198
418.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,8.8,1,85
840.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,3.54,1,107
16021.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.4285714285714286,1,85
253.0,_other_vendor,PR,Packaging,Labels,0.0,0,25.0,10.454545454545457,1,113
1346.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,8.7,2,85
586.3636363636364,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,8.7,11,85
6861.5,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.5090909090909093,4,217
5522.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,2.111111111111111,1,42
45154.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,2.3617021276595747,1,215
22986.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,50.0,2.3404255319148937,1,215
4607.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,3.055555555555556,1,85
9006.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,25.0,1.380952380952381,1,177
1165.0,_other_vendor,PR,Packaging,Labels,0.0,1,0.0,10.409090909090908,1,113
22585.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,25.0,1.3333333333333333,1,177
301.77777777777777,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,14.818181818181818,9,57
361.0,_other_vendor,PR,Packaging,Labels,0.0,1,0.0,10.363636363636363,2,113
1349.5,_other_vendor,PR,Packaging,Labels,1.0,1,0.0,10.272727272727272,2,113
1917.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.181818181818182,1,113
280.5263157894737,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,69.144578313253,19,156
31211.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,3.382978723404255,1,113
70494.0,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,0,0.0,1.3333333333333333,1,85
24317.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,25.0,5.638297872340425,1,85
2196.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,1,0.0,1.736842105263158,1,217
1243.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.9230769230769231,1,85
1944.0,_other_vendor,_NPR,Sales,Products for Resale,2.0,0,14.285714285714285,10.454545454545457,1,113
1489.5555555555557,vendorID_0106,PR,Packaging,Containers,0.0,1,20.0,33.61764705882353,9,57
619.0,vendorID_0104,PR,Packaging,Containers,0.0,1,20.0,68.19607843137256,1,85
968.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,4.230769230769231,1,93
321.6923076923077,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,14.338709677419354,13,307
643.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,7.666666666666667,1,93
466.75,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.0,4,93
471.25,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.0,4,93
2084.733333333333,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,40.0,14.419354838709678,15,85
1178.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.628205128205129,1,156
332.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,6.142857142857143,1,170
8157.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,16.666666666666664,1.9583333333333333,1,57
480.5,_other_vendor,PR,Packaging,Labels,1.0,1,0.0,2.7058823529411766,2,217
1566.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,2.8421052631578947,1,85
2223.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.0,1,113
1052.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,7.708860759493671,2,307
14996.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0833333333333333,1,85
513.75,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,69.7560975609756,8,156
2555.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.9347826086956523,1,217
14386.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.6666666666666667,1,93
23902.0,_other_vendor,PR,Additives,_other_specific_type,2.0,1,0.0,1.2857142857142858,1,217
7336.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.2666666666666666,1,84
432.57142857142856,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,69.65853658536585,21,156
706.6666666666666,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,73.03571428571429,3,113
1180.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,1.5,1,84
8573.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.6229508196721312,1,217
4198.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,25.0,6.121951219512195,2,217
3837.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.6666666666666667,1,93
1035.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,5.630434782608695,1,84
1126.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,1.0,1,57
584.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.9565217391304348,1,84
1826.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.6875,1,113
860.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.097560975609756,1,217
2078.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,93
907.6363636363636,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,50.0,13.818181818181818,11,307
4505.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.6,1,217
1501.75,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.085365853658536,4,217
1548.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.878048780487805,1,93
45206.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,0.0,1.0833333333333333,1,84
166.0,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,72.98214285714286,3,113
920.0,vendorID_0120,PR,Packaging,Labels,0.0,0,25.0,72.98214285714286,1,113
1203.6666666666667,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,9.746666666666666,3,217
1550.75,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.6875,4,84
832.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.5,2,22
1251.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,1.0,0,0.0,1.0,1,84
6187.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.4,1,217
20535.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.5,1,93
2230.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,2.0,1,84
17320.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,5.608695652173913,1,84
13907.666666666666,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,33.33333333333333,2.0,3,168
790.6666666666666,_other_vendor,PR,Packaging,Labels,0.0,1,0.0,5.5588235294117645,3,93
2627.2,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,4.866666666666666,5,217
302.72727272727275,vendorID_0120,PR,Packaging,Labels,0.0,1,20.0,71.12962962962963,11,93
870.8461538461538,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,69.40243902439025,13,155
635.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,6.285714285714286,3,57
6037.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.3548387096774195,1,84
271.3333333333333,vendorID_0120,PR,Packaging,Labels,0.0,1,20.0,70.92592592592592,3,93
806.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.2666666666666666,1,93
20386.0,_other_vendor,PR,Additives,Extenders,0.0,1,16.666666666666664,1.2272727272727273,1,216
26535.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.0,1,93
2327.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.363636363636364,1,216
2811.3,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,9.810126582278482,10,216
577.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.326086956521739,3,112
30189.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.0,1,93
2026.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,25.0,6.036585365853658,1,216
3417.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,1,12.5,1.0,1,219
2120.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.25,1,112
1088.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,8.73913043478261,6,216
8410.666666666666,_other_vendor,PR,Packaging,Containers,3.0,1,0.0,5.7560975609756095,3,112
996.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,3.0,0,0.0,1.0,1,133
668.0,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,1,12.5,2.784313725490196,1,216
6469.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,84
1130.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.4782608695652173,1,84
28916.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,84
109493.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.2608695652173914,1,155
44236.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.1428571428571428,1,84
13613.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,92
16896.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.56,1,216
3097.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,56
788.5,_other_vendor,PR,Packaging,Labels,0.0,1,0.0,15.6,6,119
31644.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.066666666666667,1,92
536.125,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,18.375,8,56
313.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,69.2439024390244,1,155
2052.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.1379310344827585,1,122
337516.0,_other_vendor,PR,_other_product_type,_other_specific_type,4.0,0,0.0,1.6,1,176
354392.0,_other_vendor,PR,_other_product_type,_other_specific_type,4.0,0,0.0,1.6,1,176
354392.0,_other_vendor,PR,_other_product_type,_other_specific_type,4.0,0,0.0,1.6,1,176
2330.5,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,4.32258064516129,2,84
1037.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,4.258064516129032,4,84
2344.5,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,4.129032258064516,2,84
4325.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.083333333333333,4,84
1736.25,vendorID_0106,PR,Packaging,Containers,0.0,1,20.0,30.48,12,86
1180.5,vendorID_0104,PR,Packaging,Containers,0.0,1,20.0,64.44776119402985,2,114
279.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,3.8181818181818175,2,86
246.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,40.0,12.903225806451612,10,79
1770.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,5.147058823529412,7,122
53.0,_other_vendor,_NPR,Sales,Products for Resale,4.0,1,10.0,15.4,1,336
4078.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,2.4827586206896552,1,114
5029.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,25.0,1.3333333333333333,1,114
8879.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.18,1,142
6218.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.074074074074074,1,114
1796.0,_other_vendor,PR,Packaging,Labels,1.0,0,0.0,2.0689655172413794,1,149
154.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.391304347826087,1,185
6687.0,_other_vendor,PR,Packaging,Containers,2.0,1,14.285714285714285,1.1,1,185
1.0,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,17.36842105263158,1,70
18.0,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,25.0,17.36842105263158,1,70
3209.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.842105263157895,1,86
202.33333333333334,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,65.77083333333333,3,185
147.5,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,61.48571428571429,2,142
2230.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.3548387096774195,1,246
2795.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.788732394366197,3,213
1186.1666666666667,_other_vendor,_NPR,Sales,Products for Resale,2.0,0,33.33333333333333,5.214285714285714,6,213
2012.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.232876712328767,1,246
665.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,61.48039215686274,2,339
12803.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,2.5384615384615383,1,114
9825.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,1.8529411764705883,1,246
241.625,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,15.352112676056338,8,185
3342.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,1.8333333333333333,2,114
1520.8,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.219178082191781,5,246
11790.0,_other_vendor,PR,Additives,_other_specific_type,2.0,1,0.0,1.3428571428571427,1,246
1008.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,1.7142857142857142,1,122
284.0,_other_vendor,PR,Packaging,Labels,1.0,1,0.0,1.5769230769230769,1,177
1830.2,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,9.864864864864863,5,114
5015.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,25.0,2.2142857142857144,1,51
13039.0,_other_vendor,PR,Additives,Extenders,1.0,0,0.0,7.127659574468085,15,114
238.15384615384616,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,65.73958333333333,13,185
23280.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,6.808510638297872,3,114
2037.4,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,9.72972972972973,5,114
779.4117647058823,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,61.457142857142856,17,142
1874.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.745098039215686,1,113
738.375,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,9.594594594594597,8,113
9367.0,_other_vendor,PR,Packaging,_other_specific_type,3.0,0,0.0,1.125,1,199
4008.6666666666665,_other_vendor,PR,Packaging,Containers,1.0,1,0.0,3.890909090909091,3,122
2606.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.6610169491525424,1,246
3382.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.836363636363637,1,122
2090.5,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,2.8297872340425534,2,113
57505.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,20.0,2.3548387096774195,1,246
57505.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,2.338709677419355,1,246
57505.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,2.3225806451612905,1,246
2147.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.619047619047619,1,246
2679.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,5.24,1,206
10329.0,_other_vendor,PR,Additives,_other_specific_type,2.0,0,12.5,5.806451612903226,1,246
427.5,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,65.60416666666667,6,185
877.0,_other_vendor,PR,Additives,_other_specific_type,2.0,1,12.5,2.0930232558139537,1,125
11671.5,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,5.795698924731183,2,246
9006.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,1.6363636363636365,1,246
8833.0,_other_vendor,PR,Additives,_other_specific_type,1.0,1,0.0,1.1176470588235294,1,142
5554.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,1.973684210526316,1,185
626.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,3.9130434782608696,1,122
33380.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,86
3090.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.8064516129032255,1,246
529.875,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,61.21428571428572,8,142
276.5,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,11.964285714285714,2,246
1253.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,61.1,1,142
219.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.6031746031746033,1,246
85464.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,1.25,1,142
2329.5,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,4.686868686868687,2,246
3859.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,5.5,1,142
5702.5,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,3.5166666666666666,4,246
5522.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.8333333333333333,1,70
10348.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,107
814.375,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,8.0,8,122
7398.5,_other_vendor,PR,Additives,_other_specific_type,0.0,1,20.0,5.774193548387097,2,245
699.0,vendorID_0171,PR,Packaging,_other_specific_type,0.0,0,25.0,17.36842105263158,1,70
82.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,3.9642857142857135,1,122
2228.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,25.0,2.2142857142857144,1,51
9825.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,1.8235294117647056,1,245
2186.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,1.0,1,113
2735.4,_other_vendor,PR,Packaging,Containers,3.0,1,0.0,5.333333333333333,5,184
1269.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.8888888888888888,3,212
11639.0,_other_vendor,PR,Additives,_other_specific_type,1.0,0,0.0,1.2173913043478262,1,104
758.5,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,65.54166666666667,6,184
250.66666666666666,vendorID_0136,PR,Packaging,Labels,0.0,1,20.0,65.47916666666667,3,184
5696.666666666667,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.116666666666666,3,245
374.55555555555554,_other_vendor,PR,Packaging,Labels,0.0,1,20.0,11.701149425287356,36,245
2369.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.619047619047619,1,124
1514.3333333333333,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.9344262295081966,3,245
2213.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,1.0,1,141
9600.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,2.5384615384615383,1,245
40322.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,5.218181818181818,1,113
3901.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,5.703703703703703,1,113
930.0,_other_vendor,PR,Additives,_other_specific_type,2.0,0,0.0,2.2916666666666665,1,245
242.75,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,12.804347826086955,4,85
1115.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,4.236363636363636,1,184
2094.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,3.240740740740741,2,184
3791.6666666666665,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.88,3,184
4214.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.0,1,113
5628.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.380434782608695,2,184
398.54901960784315,vendorID_0136,PR,Packaging,Labels,0.0,0,25.0,65.44791666666667,51,184
799.6,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,6.636363636363637,15,113
1220.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,3.891304347826087,1,121
1945.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,1.8461538461538465,1,113
4745.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.9565217391304346,1,121
2054.0,_other_vendor,PR,Packaging,Containers,1.0,1,0.0,4.246153846153846,1,245
3234.0,vendorID_0171,PR,_other_product_type,_other_specific_type,1.0,0,20.0,16.03937007874016,1,274
983.0,vendorID_0171,PR,_other_product_type,_other_specific_type,1.0,0,20.0,16.031496062992126,1,274
2941.0,vendorID_0171,PR,_other_product_type,_other_specific_type,1.0,0,20.0,16.023622047244096,1,274
1116.0,vendorID_0171,PR,_other_product_type,_other_specific_type,1.0,0,20.0,16.015748031496063,1,274
1308.0,vendorID_0106,PR,Packaging,Containers,0.0,1,20.0,33.878787878787875,2,55
726.0,vendorID_0104,PR,Packaging,Containers,3.0,1,25.0,68.94,2,83
95.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,16.0,1,41
872.9333333333333,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,29.953488372093023,15,91
729.0,_other_vendor,_NPR,Sales,_other_specific_type,0.0,0,0.0,7.612903225806452,1,305
132.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,10.4,1,55
123.75,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,11.454545454545457,4,182
71.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,1.7333333333333334,2,182
2.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,25.52,1,44
3172.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,2.0,2,55
291.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,7.875,1,20
7950.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0909090909090908,1,215
1897.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.369565217391305,1,215
621.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.723684210526316,1,154
29245.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.903225806451613,1,83
44805.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.1111111111111112,1,83
7577.5,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.027027027027027,2,83
19489.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,2.7777777777777777,1.181818181818182,1,55
321.1666666666667,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,69.1604938271605,6,154
194.64705882352942,vendorID_0120,PR,Packaging,Labels,0.0,0,25.0,73.89090909090909,17,111
799.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.8378378378378377,1,91
6365.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.3947368421052637,1,83
6786.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,2.78125,1,83
10800.0,vendorID_0106,PR,Packaging,Containers,0.0,0,0.0,32.724137931034484,1,154
8294.0,vendorID_0106,PR,Packaging,Containers,0.0,0,0.0,32.71264367816092,1,154
12620.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.975,2,91
794.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,9.83783783783784,2,215
1685.6666666666667,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.723404255319149,3,154
11841.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,1.0,1,82
7838.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.723404255319149,2,154
1194.4,_other_vendor,PR,Packaging,Containers,2.0,1,0.0,5.617021276595745,5,154
22949.0,_other_vendor,PR,Additives,_other_specific_type,1.0,0,0.0,1.0833333333333333,1,91
1291.0,_other_vendor,PR,Additives,_other_specific_type,1.0,0,0.0,2.409090909090909,1,82
9872.0,_other_vendor,PR,Additives,_other_specific_type,1.0,0,0.0,1.3,1,215
10620.5,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.0588235294117645,2,91
1971.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.697368421052632,1,154
6235.0,_other_vendor,PR,Additives,_other_specific_type,1.0,0,0.0,1.6875,1,154
10356.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.024390243902439,4,305
2712.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,20.0,1.2222222222222223,1,154
1136.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,2.82,1,215
8952.8,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.871794871794872,5,154
4971.0,vendorID_0104,PR,Packaging,Containers,2.0,1,0.0,67.89855072463769,1,117
5463.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,1.3333333333333333,1,146
2040.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,10.551020408163266,5,91
8268.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,2.333333333333333,1,110
572.8,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,8.764705882352942,5,215
412.0,_other_vendor,PR,Packaging,Containers,3.0,1,0.0,6.511111111111111,1,110
3076.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,1.9285714285714288,1,91
20950.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,5.6,1,82
2352.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,3.208333333333333,1,82
361.44,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,68.8641975308642,25,153
