event_value_EUR,case_vendor,case_PR_NPR,case_product_type,case_product_specific,rework_activities,payment_block,automation,avg_vendor_workload,throughput
5562.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,5.7631578947368425,91
5522.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.3846153846153846,224
5039.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,5.342105263157895,195
12772.0,_other_vendor,PR,Packaging,Containers,2.0,0,0.0,5.2105263157894735,195
3843.0,_other_vendor,PR,Packaging,Containers,2.0,0,0.0,5.2105263157894735,195
874.0,_other_vendor,PR,Packaging,Containers,2.0,0,0.0,2.411764705882353,91
5067.0,_other_vendor,PR,Packaging,Containers,5.0,0,0.0,2.411764705882353,91
4054.0,_other_vendor,PR,Packaging,Containers,2.0,1,0.0,2.333333333333333,126
1749.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,2.458333333333333,63
56741.0,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,1,11.11111111111111,1.588235294117647,225
2487.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.4864864864864864,91
3720.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.951219512195122,91
9275.0,_other_vendor,PR,Packaging,_other_specific_type,3.0,1,14.285714285714285,1.1111111111111112,118
10735.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,5.657894736842105,91
6220.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,5.657894736842105,91
3888.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,8.088888888888889,91
1416.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,8.088888888888889,91
2638.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,3.5,133
1451.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,3.5,133
4911.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,3.5,133
2455.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,3.5,133
5797.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,1,0.0,1.9230769230769231,118
2898.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,1,0.0,1.9230769230769231,118
2701.0,vendorID_0171,PR,_other_product_type,_other_specific_type,2.0,1,0.0,15.515151515151516,223
942.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,6.4,35
658.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,6.4,35
214.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
551.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
221.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
221.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
150.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
211.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
163.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
258.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
361.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
193.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
193.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
803.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
221.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
872.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
215.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.3,195
16586.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,125
5712.0,_other_vendor,PR,Packaging,Containers,0.0,1,14.285714285714285,2.4411764705882355,133
648.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,62
1023.0,_other_vendor,PR,Packaging,Containers,1.0,1,0.0,4.416666666666667,194
725.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,11.31578947368421,194
354.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,11.31578947368421,194
1959.0,_other_vendor,PR,Packaging,Containers,2.0,1,0.0,4.395833333333333,194
953.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.4324324324324325,90
2631.0,_other_vendor,PR,Additives,_other_specific_type,2.0,0,0.0,2.525,125
4386.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.15,71
3109.0,_other_vendor,PR,_other_product_type,_other_specific_type,4.0,0,0.0,6.076923076923077,55
1935.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,3.863636363636364,62
2983.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,3.863636363636364,62
2826.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,1.2,62
1812.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.6666666666666665,90
1540.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.6666666666666665,90
3204.0,_other_vendor,PR,Packaging,_other_specific_type,2.0,0,0.0,2.6666666666666665,90
78.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,4.5625,62
233.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.911111111111111,125
1188.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.911111111111111,125
654.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,6.911111111111111,125
126.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.2,27
658.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.2,27
194.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.2,27
150.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,6.2,27
5455.0,_other_vendor,PR,Additives,_other_specific_type,1.0,0,0.0,1.809523809523809,194
2629.0,_other_vendor,PR,Additives,Extenders,2.0,1,14.285714285714285,1.0,125
3256.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.2142857142857142,90
2407.0,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,71.75,125
1253.0,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,71.75,125
2407.0,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,71.71428571428571,125
4915.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.333333333333333,20
4120.0,_other_vendor,_NPR,Sales,Products for Resale,2.0,0,0.0,1.1538461538461535,125
29527.0,_other_vendor,_NPR,Sales,Products for Resale,4.0,1,4.545454545454546,1.1333333333333333,287
110.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.625,90
221.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.625,90
3768.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.625,90
554.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.625,90
110.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.625,90
1003.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,1.75,133
1940.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,3.863636363636364,133
1636.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,3.863636363636364,133
32985.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,7.229166666666667,90
2403.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,5.37037037037037,73
1648.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.9166666666666665,133
1724.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,2.9166666666666665,133
1151.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.9166666666666665,133
875.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,77.72972972972973,62
3062.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,77.72972972972973,62
616.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,77.72972972972973,62
832.0,vendorID_0104,PR,Packaging,Containers,0.0,1,20.0,76.58823529411765,90
241.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
34.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
43.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
587.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
18.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
18.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
20.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
160.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
116.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
27.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
23.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
10.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
68.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
248.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
81.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,20.0,20
100.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
103.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
148.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
81.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
72.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
229.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
85.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
52.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
98.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
98.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
37.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
59.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
133.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
225.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
167.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,10.928571428571429,70
302.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
403.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
23.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
3029.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
60.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
46.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,31.58823529411765,70
577.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
1539.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
789.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,31.58823529411765,70
1058.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
26.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
20.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,31.58823529411765,70
20.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,31.58823529411765,70
20.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,31.58823529411765,70
20.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,31.58823529411765,70
20.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
20.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
34.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,31.58823529411765,70
834.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
689.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,31.58823529411765,70
288.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,1,16.666666666666664,12.857142857142858,62
551.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
159.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
50.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
120.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
17.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
1112.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
17.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
616.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
315.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.333333333333334,27
292.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.045454545454546,70
13.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
29.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
29.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
29.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
29.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
88.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
394.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
296.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
98.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
296.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
62.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
12.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
7.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
17.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
98.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
98.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
29.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
29.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
29.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
197.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
72.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
62.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
12.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,12.77777777777778,161
413.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
28.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
70.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
154.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
35.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
70.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
106.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
232.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
332.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
46.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
93.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
46.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
698.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
68.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
48.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
139.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
285.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
149.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
95.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
46.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
36.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
34.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
151.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
66.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
33.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
33.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
115.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
141.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
52.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
299.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
11.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,40.24242424242424,70
137.0,_other_vendor,PR,Packaging,Labels,1.0,1,0.0,2.6785714285714284,194
1461.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.25,90
274.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,1.6363636363636365,62
3112.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.75675675675676,62
3112.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.75675675675676,62
572.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.75675675675676,62
14283.0,vendorID_0104,PR,Packaging,Containers,1.0,0,20.0,76.75675675675676,62
14283.0,vendorID_0104,PR,Packaging,Containers,3.0,1,9.090909090909092,71.23880597014926,174
5550.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,76.75675675675676,62
2993.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,4.423076923076923,62
1752.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0769230769230769,194
7101.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.6666666666666667,90
235.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,50.925,90
3720.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.975,90
2711.0,_other_vendor,PR,Additives,_other_specific_type,2.0,0,0.0,1.975,90
9086.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.5,27
2506.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,61
450.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.72972972972973,61
1916.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.72972972972973,61
807.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.72972972972973,61
1597.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.72972972972973,61
401.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.72972972972973,61
1203.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,76.72972972972973,61
1212.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,10.25,194
232.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.75,190
140.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,3.75,190
2400.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,8.227272727272727,90
5139.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,8.227272727272727,90
13163.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,90
6173.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,2.9473684210526314,153
3685.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.095238095238096,61
133.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,61
2972.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,2.636363636363636,125
13826.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,40.0,2.636363636363636,125
2055.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,40.0,2.636363636363636,125
1523.0,_other_vendor,PR,Packaging,Containers,0.0,0,25.0,6.966666666666667,90
4393.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,82.88636363636364,73
5212.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,82.88636363636364,73
4396.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,82.88636363636364,73
408.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,17.875,61
204.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,17.875,61
897.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,17.875,61
564.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,17.875,61
2812.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.76056338028169,194
738.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.76056338028169,194
623.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.76056338028169,194
1672.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.71830985915493,194
7005.0,_other_vendor,PR,Packaging,Containers,2.0,1,0.0,5.71830985915493,194
4907.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.71830985915493,194
892.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.46875,132
6941.0,vendorID_0106,PR,Packaging,Containers,2.0,1,0.0,33.32,132
6827.0,vendorID_0106,PR,Packaging,Containers,2.0,1,0.0,33.32,132
5071.0,vendorID_0106,PR,Packaging,Containers,2.0,1,0.0,33.32,132
4058.0,vendorID_0106,PR,Packaging,Containers,1.0,0,0.0,33.32,132
4525.0,vendorID_0106,PR,Packaging,Containers,1.0,1,0.0,33.32,132
636.0,vendorID_0136,PR,Packaging,Labels,1.0,0,0.0,82.9090909090909,73
1119.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,82.9090909090909,73
1039.0,vendorID_0136,PR,Packaging,Labels,1.0,0,0.0,82.9090909090909,73
636.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,76.20833333333333,38
841.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.89090909090909,124
156.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.89090909090909,124
156.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.89090909090909,124
175.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.89090909090909,124
597.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.89090909090909,124
508.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.89090909090909,124
144.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.78181818181818,124
265.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.78181818181818,124
329.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.78181818181818,124
399.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.78181818181818,124
307.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.78181818181818,124
475.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.78181818181818,124
203.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.78181818181818,124
350.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.78181818181818,124
479.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.78181818181818,124
701.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
1403.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
1052.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
624.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
2618.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.61818181818182,124
208.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
592.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
133.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
104.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.61818181818182,124
3338.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
156.0,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,72.61818181818182,124
175.0,vendorID_0120,PR,Packaging,Labels,1.0,1,0.0,72.61818181818182,124
897.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.8333333333333333,89
2244.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.8333333333333333,89
411.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,82.81818181818181,72
1330.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,1.0,89
1864.0,_other_vendor,PR,Packaging,Containers,1.0,1,16.666666666666664,7.205128205128205,72
2323.0,_other_vendor,PR,Packaging,Containers,1.0,1,16.666666666666664,7.205128205128205,72
804.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,2.948717948717949,132
7041.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,11.54054054054054,193
3401.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,11.54054054054054,193
3747.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,11.54054054054054,193
3494.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,11.54054054054054,193
4631.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,11.54054054054054,193
